"","sub","label","sulcal_depth_mm","hemi"
"529",106319,"ifrms",2.68334853239898,"lh"
"530",106521,"ifrms",1.69899701237215,"lh"
"531",107018,"ifrms",1.76093001293677,"lh"
"532",107220,"ifrms",4.90113672119137,"lh"
"533",107321,"ifrms",2.3885096229036,"lh"
"534",107422,"ifrms",2.38337868737733,"lh"
"535",107725,"ifrms",3.04582791447534,"lh"
"536",108121,"ifrms",4.74401688885345,"lh"
"537",108222,"ifrms",2.38118341978184,"lh"
"538",108323,"ifrms",2.20531569993623,"lh"
"539",108525,"ifrms",6.46645270583496,"lh"
"540",108828,"ifrms",4.17233424788285,"lh"
"541",109123,"ifrms",2.51532970660627,"lh"
"542",109325,"ifrms",2.95322978313246,"lh"
"543",109830,"ifrms",2.91356800840341,"lh"
"544",110007,"ifrms",1.39268605966808,"lh"
"545",110411,"ifrms",2.41646574656285,"lh"
"546",110613,"ifrms",2.29030145819371,"lh"
"547",112920,"ifrms",2.14398255870148,"lh"
"548",114924,"ifrms",1.41361015884756,"lh"
"549",120111,"ifrms",2.24524675788659,"lh"
"550",128127,"ifrms",1.6827641629965,"lh"
"551",133928,"ifrms",2.97912008475607,"lh"
"552",144125,"ifrms",2.8528658299871,"lh"
"553",146937,"ifrms",1.91362094851916,"lh"
"554",151425,"ifrms",3.70876228609112,"lh"
"555",151829,"ifrms",1.75960610150238,"lh"
